学院,专业,学期,课程代码,课程名称,学分,课程性质,教材名称,主编,版次,出版社,ISBN,匹配状态
经济管理学院,大数据管理与应用,第4学期,306300007196,运筹学,3,必修,,,,,,待查教学大纲（专业课）
经济管理学院,大数据管理与应用,4,,外语类课程,,必修类别,新视野大学英语（第三版·读写教程）,郑树棠,第3版,外语教学与研究出版社,,公共课已匹配
经济管理学院,大数据管理与应用,4,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
经济管理学院,大数据管理与应用,第5学期,306300007200,大数据技术基础,3,必修,,,,,,待查教学大纲（专业课）
经济管理学院,大数据管理与应用,第5学期,306300007204,大数据计量经济分析,3,必修,,,,,,待查教学大纲（专业课）
经济管理学院,大数据管理与应用,第5学期,306300007142,数智化营销,3,必修,,,,,,待查教学大纲（专业课）
经济管理学院,大数据管理与应用,第6学期,306300007199,大数据智能分析理论与方法,3,必修,,,,,,待查教学大纲（专业课）
经济管理学院,大数据管理与应用,第6学期,306300007198,大数据治理与伦理,3,必修,,,,,,待查教学大纲（专业课）
经济管理学院,大数据管理与应用,第6学期,306300008032,大数据分析项目实践,2,必修,,,,,,待查教学大纲（专业课）
经济管理学院,大数据管理与应用,第6学期,306300007217,1与前沿文献阅读,1,必修,,,,,,待查教学大纲（专业课）
经济管理学院,大数据管理与应用,第7学期,3063009902,毕业实习,2,必修,,,,,,待查教学大纲（专业课）
经济管理学院,大数据管理与应用,第8学期,3063009919,毕业论文（设计）,6,必修,,,,,,待查教学大纲（专业课）
经济管理学院,大数据管理与应用,第8学期,3143009105,形势与政策（二）,1,必修,形势与政策（最新版）,教育部组编,每年更新,高等教育出版社,,公共课已匹配
工学院,机械设计制造及其自动化,第1学期,3143009003,中国近现代史纲要,3,必修,中国近现代史纲要（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
工学院,机械设计制造及其自动化,第1学期,310300001017,微积分A（1）,5,必修,高等数学（第七版·上/下册）,同济大学数学系,第7版,高等教育出版社,,公共课已匹配
工学院,机械设计制造及其自动化,第1学期,9093009905,军事技能,2,必修,军事训练教程,教育部军委国防动员部,2023版,高等教育出版社,,公共课已匹配
工学院,机械设计制造及其自动化,第1学期,307300007056,工程图学,3.5,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第1学期,3173009118,C语言程序设计,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第1学期,317300001008,人工智能应用基础,2,必修,人工智能基础（通识）,大学计算机课程教指委,最新版,高等教育出版社,,公共课已匹配
工学院,机械设计制造及其自动化,第1学期,317300001009,人工智能应用基础实验,1,必修,人工智能基础（通识）,大学计算机课程教指委,最新版,高等教育出版社,,公共课已匹配
工学院,机械设计制造及其自动化,第1学期,202300006005,大学生心理发展与指导1第一学年修读完成,1,必修,大学生心理健康教育,郑日昌,最新版,高等教育出版社,,公共课已匹配
工学院,机械设计制造及其自动化,第1学期,202300008001,大学生心理素质拓展,1,必修,大学生心理健康教育,郑日昌,最新版,高等教育出版社,,公共课已匹配
工学院,机械设计制造及其自动化,第1学期,307300006003,专业导论与工程伦理,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,1,,外语类课程,,必修类别,新视野大学英语（第三版·读写教程）,郑树棠,第3版,外语教学与研究出版社,,公共课已匹配
工学院,机械设计制造及其自动化,1,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
工学院,机械设计制造及其自动化,第2学期,314300001006,思想道德与法治,3,必修,思想道德与法治（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
工学院,机械设计制造及其自动化,第2学期,3143009104,形势与政策（一）,1,必修,形势与政策（最新版）,教育部组编,每年更新,高等教育出版社,,公共课已匹配
工学院,机械设计制造及其自动化,第2学期,310300001032,微积分A（2）,5,必修,高等数学（第七版·上/下册）,同济大学数学系,第7版,高等教育出版社,,公共课已匹配
工学院,机械设计制造及其自动化,第2学期,310300001025,线性代数B,2,必修,线性代数（第六版）,同济大学数学系,第6版,高等教育出版社,9787040396632,公共课已匹配
工学院,机械设计制造及其自动化,第2学期,310300001029,大学物理C,2,必修,物理学（第七版）,马文蔚,第7版,高等教育出版社,,公共课已匹配
工学院,机械设计制造及其自动化,第2学期,307300007097,计算机绘图A,1.5,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第2学期,307300008005,工程实训（一）,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第2学期,9093009904,军事理论,2,必修,军事理论课教程,教育部军委国防动员部,2023版,高等教育出版社,,公共课已匹配
工学院,机械设计制造及其自动化,第2学期,9093009774,大学生创新创业基础1第一学年修读完成,1,必修,大学生创新创业基础,本校编,最新版,高等教育出版社,,公共课已匹配
工学院,机械设计制造及其自动化,第2学期,3113009824,写作与沟通1第一学年修读完成,1,必修,写作与沟通,马工程/本校编,最新版,高等教育出版社,,公共课已匹配
工学院,机械设计制造及其自动化,2,,外语类课程,,必修类别,新视野大学英语（第三版·读写教程）,郑树棠,第3版,外语教学与研究出版社,,公共课已匹配
工学院,机械设计制造及其自动化,2,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
工学院,机械设计制造及其自动化,第3学期,314300001008,3社会主义理论体系概论,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第3学期,314300001009,3社会主义思想概论,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第3学期,310300001022,概率论与数理统计B,3,必修,概率论与数理统计（第五版）,盛骤 谢式千,第5版,高等教育出版社,9787040384876,公共课已匹配
工学院,机械设计制造及其自动化,第3学期,3103009238,工科普通化学,2,必修,普通化学（第二版）,浙江大学普通化学教研组,第2版,高等教育出版社,,公共课已匹配
工学院,机械设计制造及其自动化,第3学期,3073009344,理论力学,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第3学期,307300007069,工程材料及机械制造基础,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第3学期,307300008006,工程实训（二）,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,3,,外语类课程,,必修类别,新视野大学英语（第三版·读写教程）,郑树棠,第3版,外语教学与研究出版社,,公共课已匹配
工学院,机械设计制造及其自动化,3,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
工学院,机械设计制造及其自动化,第4学期,314300001007,马克思主义基本原理,3,必修,马克思主义基本原理（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
工学院,机械设计制造及其自动化,第4学期,310300007044,复变函数与积分变换,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第4学期,3073009104,材料力学,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第4学期,307300007072,机械原理,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第4学期,3073009108,电工技术A,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第4学期,307300007025,电子技术A,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第4学期,3073009111,电工电子学实验,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第4学期,307300007065,互换性与测量技术,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,4,,外语类课程,,必修类别,新视野大学英语（第三版·读写教程）,郑树棠,第3版,外语教学与研究出版社,,公共课已匹配
工学院,机械设计制造及其自动化,4,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
工学院,机械设计制造及其自动化,第5学期,9093009903,3周，社会实践1第二学年暑期进行,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第5学期,3073009334,机械设计,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第5学期,307300007073,自动控制原理B,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第5学期,307300007078,机电传动控制B,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第5学期,3073009366,机构方案创新与设计实验,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第5学期,3073009903,机械学综合课程设计,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第5学期,3073009151,工程流体力学,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第5学期,307300008003,电工电子技术实习,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第5学期,307300007063,装备智能设计与制造导论,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第5学期,307300007064,工程热力学与传热学,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第6学期,3073009961,机械设计综合训练,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第6学期,307300007095,智能制造技术,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第6学期,307300009015,单片机技术与应用,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第6学期,3073009948,农业工程创新创业实践21-6学期开设,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,6,,通识课程,,选修类别,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第7学期,307300007006,工程测试与信息处理A,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第7学期,307300008013,智能制造技术综合课程设计,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第7学期,307300008011,生产实习3第三学年暑期进行,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009904,毕业论文（设计）,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3143009105,形势与政策（二）,1,必修,形势与政策（最新版）,教育部组编,每年更新,高等教育出版社,,公共课已匹配
工学院,机械设计制造及其自动化,第8学期,3143009003,3484261马院OutlineofModernChineseHistory,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,314300001006,3484262马院IdeologyMoralityandRuleofLaw,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,314300001008,BasicTheoryofMaoZedong3484083马院,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,314300001009,BasicTheoryofXiJinping3484083马院,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,314300001007,3484264马院BasicKnowledgeofMarxism,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3143009104,116161-2马院SituationandPolicyEducation(Ⅰ),2,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,8,,体育类课程必修，实行选项制，一、二年级要求每学期修满1,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
工学院,机械设计制造及其自动化,8,,体育类课程教学详见《华中农业大学体育教学改革实施方案》。,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
工学院,机械设计制造及其自动化,第8学期,9093009904,232322MilitaryTheory生院,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3113009824,116161/2文法WritingandCommunication,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,202300006005,PsychologicalDevelopmentand116161生院,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,9093009774,InnovationandEntrepreneurship116162生院,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300006003,IntroductionofMajorand116161工学,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,310300001017,微积分A（1）580801信息Calculus(Ⅰ),1,必修,高等数学（第七版·上/下册）,同济大学数学系,第7版,高等教育出版社,,公共课已匹配
工学院,机械设计制造及其自动化,第8学期,310300001032,微积分A（2）580802信息CalculusA（II）,2,必修,高等数学（第七版·上/下册）,同济大学数学系,第7版,高等教育出版社,,公共课已匹配
工学院,机械设计制造及其自动化,第8学期,310300001025,线性代数B232322信息LinearAlgebraB,2,必修,线性代数（第六版）,同济大学数学系,第6版,高等教育出版社,9787040396632,公共课已匹配
工学院,机械设计制造及其自动化,第8学期,310300001022,概率论与数理统计B348483信息ProbabilityandStatisticsB,3,必修,概率论与数理统计（第五版）,盛骤 谢式千,第5版,高等教育出版社,9787040384876,公共课已匹配
工学院,机械设计制造及其自动化,第8学期,310300007044,ComplexFunctionand348484信息,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,310300001029,大学物理C232322工学CollegePhysicsC,2,必修,物理学（第七版）,马文蔚,第7版,高等教育出版社,,公共课已匹配
工学院,机械设计制造及其自动化,第8学期,3103009238,2322843化学EngineeringGeneralChemistry,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300007056,3.556561工学EngineeringGraphics,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009151,2322664工学EngineeringFluidMechanics,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009108,电工技术A232324工学ElectrotechnicsA,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300007025,电子技术A348484工学ElectronicTechnologyA,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300007064,EngineeringThermodynamics232325工学,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3173009118,C语言程序设计24024161信息CProgramming,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,317300001008,2323201信息ArtificialIntelligenceTheory,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,317300001009,1300301信息ArtificialIntelligenceExperiment,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300007062,SmartAgricultureTechnology116887工学,7,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300007069,FundamentalsofEngineeringMaterial47256163工学,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009344,464643工学TheoreticMechanics,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009104,464644工学MaterialMechanics,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300007072,464644工学TheoryofMachinesandMechanisms,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009334,348485工学MechanicalDesign,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300007088,自动控制原理A5808005工学PrincipleofAutomaticControl,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300007006,EngineeringTestandSignal3484085工学,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300007078,机电传动控制B34832165工学ElectromechanicalDrive&ControlB,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009158,PrinciplesofMicro-Computer3484086工学,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300007079,3484266工学MechatronicsSystemDesign,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300007095,464646工学IntelligentManufacturingTechnology,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009152,2322666工学HydraulicTransmission,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009153,232325工学ModernDesignMethods,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009154,2323026工学ExperimentalDesignandDataAnalysis,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009170,232325工学IntroductiontoAutomobile,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009263,PrimaryIntroductionandApplication124247工学,7,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300009014,Fundamentalsofengineering124247工学,7,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300007090,1.524246工学ProfessionalEnglishforEngineering,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,317300007094,34832165信息MathematicalModelingandExperiment,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009349,132323工学ExperimentofCNCmachining,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009190,232326工学FoundationofMEMStechnology,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009353,ExperimentofVirtual132327工学,7,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300009013,PCB制板技术与实践0.516165工院PCBPlatingTechnologyandPractice,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009126,232325工学PowerElectronicsTechnology,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009298,ExperimentofPower0.516165工学,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300007015,232326工学ComputerControlTechnology,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009188,232327工学Non-DamagingTest,7,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300007034,232326工学AgriculturalInternetofThings,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009341,SignalProcessinginMeasurement116164工学,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009333,"2322487工学Robotics:Modeling,ControlandVision",7,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009160,2323026工学Electric-HydraulicControlEngineering,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009324,ArtificialNeuralNetwork2322485工学,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300009002,132326工学ConfigurationcontrolTechnology,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,310300001040,24024166信息CalculationMethods,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,306300007007,348486经管EnterpriseManagement,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,9093009905,231Militaryskills生院,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,9093009906,Innovationand11-7生院,7,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,202300008001,ThePracticeofMentalHealth1301/2生院,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3143009105,实践形势与政策（二）1303-8马院SituationandPolicyEducation(Ⅱ),8,必修,形势与政策（最新版）,教育部组编,每年更新,高等教育出版社,,公共课已匹配
工学院,机械设计制造及其自动化,第8学期,9093009903,124团委SocialPractice,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,110300008001,11-7团委VolunteerService,7,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,110300008002,11-7团委AestheticPractice,7,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300007097,计算机绘图A1.5482工学ComputerGraphicsA,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300008005,222工学EngineeringTraining（I）,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300008006,223工学EngineeringTraining（II）,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300009015,专业TechnologeandApplicationof1325工学,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009948,InnovationandEntrepreneurship2601-6工学PracticesofClassificationon,6,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009111,Electrical&Electronic1244工学,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300008003,SubjectPracticeonElectrical115工学,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009903,ComprehensiveDesign245工学,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009921,127工学TrainingforMechatronics,7,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,307300008011,347工学第三学年ProductionPractice暑期进行,7,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,第8学期,3073009904,6127-8工学GraduationDesign(Thesis),8,必修,,,,,,待查教学大纲（专业课）
工学院,机械设计制造及其自动化,8,,外语类课程,,必修类别,新视野大学英语（第三版·读写教程）,郑树棠,第3版,外语教学与研究出版社,,公共课已匹配
工学院,机械设计制造及其自动化,8,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
工学院,机械电子工程,第8学期,3143009003,中国近现代史纲要,3,必修,中国近现代史纲要（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
工学院,机械电子工程,第8学期,310300001017,微积分A（1）,5,必修,高等数学（第七版·上/下册）,同济大学数学系,第7版,高等教育出版社,,公共课已匹配
工学院,机械电子工程,第8学期,9093009905,军事技能,2,必修,军事训练教程,教育部军委国防动员部,2023版,高等教育出版社,,公共课已匹配
工学院,机械电子工程,第8学期,307300007056,工程图学,3.5,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第8学期,3173009118,C语言程序设计,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第8学期,317300001008,人工智能应用基础,2,必修,人工智能基础（通识）,大学计算机课程教指委,最新版,高等教育出版社,,公共课已匹配
工学院,机械电子工程,第8学期,317300001009,人工智能应用基础实验,1,必修,人工智能基础（通识）,大学计算机课程教指委,最新版,高等教育出版社,,公共课已匹配
工学院,机械电子工程,第8学期,202300006005,大学生心理发展与指导1第一学年修读完成,1,必修,大学生心理健康教育,郑日昌,最新版,高等教育出版社,,公共课已匹配
工学院,机械电子工程,第8学期,202300008001,大学生心理素质拓展,1,必修,大学生心理健康教育,郑日昌,最新版,高等教育出版社,,公共课已匹配
工学院,机械电子工程,第8学期,307300006003,专业导论与工程伦理,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,8,,外语类课程,,必修类别,新视野大学英语（第三版·读写教程）,郑树棠,第3版,外语教学与研究出版社,,公共课已匹配
工学院,机械电子工程,8,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
工学院,机械电子工程,第2学期,314300001006,思想道德与法治,3,必修,思想道德与法治（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
工学院,机械电子工程,第2学期,3143009104,形势与政策（一）,1,必修,形势与政策（最新版）,教育部组编,每年更新,高等教育出版社,,公共课已匹配
工学院,机械电子工程,第2学期,310300001032,微积分A（2）,5,必修,高等数学（第七版·上/下册）,同济大学数学系,第7版,高等教育出版社,,公共课已匹配
工学院,机械电子工程,第2学期,310300001025,线性代数B,2,必修,线性代数（第六版）,同济大学数学系,第6版,高等教育出版社,9787040396632,公共课已匹配
工学院,机械电子工程,第2学期,310300001029,大学物理C,2,必修,物理学（第七版）,马文蔚,第7版,高等教育出版社,,公共课已匹配
工学院,机械电子工程,第2学期,307300007097,计算机绘图A,1.5,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第2学期,307300008005,工程实训（一）,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第2学期,9093009904,军事理论,2,必修,军事理论课教程,教育部军委国防动员部,2023版,高等教育出版社,,公共课已匹配
工学院,机械电子工程,第2学期,9093009774,大学生创新创业基础1第一学年修读完成,1,必修,大学生创新创业基础,本校编,最新版,高等教育出版社,,公共课已匹配
工学院,机械电子工程,第2学期,3113009824,写作与沟通1第一学年修读完成,1,必修,写作与沟通,马工程/本校编,最新版,高等教育出版社,,公共课已匹配
工学院,机械电子工程,2,,外语类课程,,必修类别,新视野大学英语（第三版·读写教程）,郑树棠,第3版,外语教学与研究出版社,,公共课已匹配
工学院,机械电子工程,2,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
工学院,机械电子工程,第2学期,314300001008,3社会主义理论体系概论,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第2学期,314300001009,3社会主义思想概论,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第2学期,310300001022,概率论与数理统计B,3,必修,概率论与数理统计（第五版）,盛骤 谢式千,第5版,高等教育出版社,9787040384876,公共课已匹配
工学院,机械电子工程,第2学期,3103009238,工科普通化学,2,必修,普通化学（第二版）,浙江大学普通化学教研组,第2版,高等教育出版社,,公共课已匹配
工学院,机械电子工程,第2学期,3073009344,理论力学,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第2学期,307300007069,工程材料与机械制造基础,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第2学期,307300008006,工程实训（二）,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,2,,外语类课程,,必修类别,新视野大学英语（第三版·读写教程）,郑树棠,第3版,外语教学与研究出版社,,公共课已匹配
工学院,机械电子工程,2,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
工学院,机械电子工程,第2学期,314300001007,马克思主义基本原理,3,必修,马克思主义基本原理（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
工学院,机械电子工程,第2学期,310300007044,复变函数与积分变换,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第2学期,3073009104,材料力学,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第2学期,307300007072,机械原理,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第2学期,3073009151,工程流体力学,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第2学期,3073009108,电工技术A,2,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第2学期,307300007025,电子技术A,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第2学期,3073009111,电工电子学实验,1,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,2,,外语类课程,,必修类别,新视野大学英语（第三版·读写教程）,郑树棠,第3版,外语教学与研究出版社,,公共课已匹配
工学院,机械电子工程,2,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
工学院,机械电子工程,第5学期,9093009903,社会实践13周，第二学年暑期进行,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第5学期,3073009334,机械设计,3,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第5学期,3073000903,机械学综合课程设计24周,4,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第5学期,307300007088,自动控制原理A,5,必修,,,,,,待查教学大纲（专业课）
工学院,机械电子工程,第5学期,307300007078,机电传动控制B,3,必修,,,,,,待查教学大纲（专业课）
